node,degree,pagerank,betweenness,degree_norm,pagerank_norm,betweenness_norm
145,133,0.00025233754135946636,0.0005583037788912399,0.09616775126536514,0.022128984173912944,0.00899592107067057
151,170,0.0005265556734350646,0.010196615910105861,0.12292118582791034,0.046176807863597305,0.16429756591908204
188,468,0.0007469204933587656,0.004194589778949683,0.3383947939262473,0.06550191338022762,0.06758721685568898
195,1143,0.002086631099224861,0.025082729344338694,0.8264642082429501,0.18298912766912906,0.40415677262077
212,12,4.492729543638559e-05,0.00019023110066278306,0.008676789587852495,0.003939942524335732,0.0030651842804068755
213,514,0.0010200205801444281,0.012138309986022673,0.37165582067968184,0.08945168900939189,0.1955839861633179
301,244,0.000628859700654939,0.007097438790774874,0.17642805495300073,0.05514845824538157,0.11436067886290309
416,791,0.0014487440813209355,0.013353710851582669,0.571945046999277,0.12704901012699962,0.215167679967999
443,505,0.0010308214637583803,0.015107833026305216,0.36514822848879247,0.090398882919857,0.24343176348084059
478,607,0.0011875415323666886,0.01087336437183371,0.4389009399855387,0.10414260055807953,0.17520198028377043
566,924,0.0029004405528320083,0.037244800768374456,0.6681127982646421,0.25435693296053025,0.6001236256550876
588,829,0.0029295871965246655,0.03065117290949744,0.5994215473608099,0.2569129760032049,0.49388082732470545
647,539,0.0014757633320509843,0.016480097161725757,0.3897324656543745,0.12941848939106398,0.26554298736485443
734,686,0.0013903274896719694,0.020015814904152007,0.4960231381055676,0.1219261107552712,0.322513831807647
823,908,0.0019963621593183135,0.021233046678616793,0.6565437454808387,0.17507290588212876,0.34212702695661024
851,666,0.0013874787386718046,0.013299593320454555,0.48156182212581344,0.12167628678750787,0.21429568687575287
919,118,0.00031293058895336514,0.001315805566600851,0.08532176428054954,0.02744274994982823,0.021201509767670948
1330,243,0.0006860675477589628,0.008866952813362448,0.175704989154013,0.060165355597904986,0.1428727704562211
1359,58,0.00019077061127461628,0.0005590327123540554,0.04193781634128706,0.016729812833239415,0.009007666339366909
1365,159,0.00044125334487621717,0.003928976284402496,0.11496746203904555,0.038696137851093666,0.06330739980519942
1371,343,0.00065119317276546,0.004070909630627893,0.2480115690527838,0.05710701363202621,0.06559436476623824
1672,424,0.0009593293582489974,0.007553632893811555,0.3065798987707881,0.08412931374337386,0.12171131179605901
1725,218,0.0005629531057285592,0.008212750888752682,0.1576283441793203,0.0493687158090204,0.1323316473247284
1768,449,0.0015009379797700471,0.022055312028166355,0.32465654374548086,0.13162620441419395,0.3553761477101636
1793,147,0.0004090996013240916,0.0017562392669516378,0.10629067245119306,0.0358763842846458,0.02829819611481976
1824,609,0.0011313016001095854,0.01041168426936607,0.4403470715835141,0.09921058543201282,0.1677629517141518
2718,207,0.0007664539617549633,0.0044196596751798324,0.14967462039045554,0.06721491973937781,0.07121375691940018
2737,171,0.0005865228551539774,0.0036651457566468436,0.12364425162689804,0.051435687727698035,0.059056311610101324
2753,332,0.0008061636565526375,0.006735116211754694,0.24005784526391902,0.07069729974115822,0.10852259313570208
3027,168,0.000401933798564305,0.0012413881057583846,0.12147505422993492,0.03524797229723245,0.020002424915786115
3237,397,0.0008583957499067978,0.007577011837230306,0.28705712219812,0.07527784356740565,0.12208801555065014
3311,423,0.0009372256662008699,0.008053774974782983,0.30585683297180044,0.08219090914101916,0.12977007631575316
3334,66,0.00013472169704208342,0.0012217349517753703,0.04772234273318872,0.011814549217153643,0.01968575462139541
3844,139,0.0003633363722021567,0.0035029903960588984,0.1005061460592914,0.03186313374915048,0.05644351033561908
4153,160,0.000524993888774123,0.004906308639738374,0.11569052783803326,0.04603984565076587,0.07905510752423825
4398,190,0.0004750130194898112,0.003547669477673385,0.1373825018076645,0.04165672509156472,0.05716342215945123
4746,383,0.0009821341083263728,0.012998489360159456,0.2769342010122921,0.08612919830606519,0.20944401371269392
5030,389,0.0014976781869327407,0.007608164874194878,0.2812725958062184,0.13134033373590184,0.12258998288857778
5033,163,0.0009912984127671144,0.006469158366721975,0.11785972523499638,0.08693287082677505,0.10423722758293541
5036,141,0.0005423792242367685,0.005018820762703446,0.1019522776572668,0.04756446941954152,0.08086800977558506
5048,4,1.4768528293277717e-05,3.420488386094029e-07,0.0028922631959508315,0.001295140339060246,5.511415954510577e-06
5050,45,0.00020583971317010813,0.0005831867741341647,0.03253796095444685,0.018051312264373943,0.009396859537631636
5061,16,4.646352796811283e-05,6.304267150667616e-05,0.011569052783803326,0.0040746639185400705,0.001015803436051523
6917,235,0.000447523656713184,0.0022421884141715556,0.16992046276211134,0.0392460188979573,0.03612827059762503
9132,28,0.00012219318445128743,0.0005077739310751777,0.02024584237165582,0.010715849216548312,0.00818173614151063
9136,8,3.54282957838696e-05,5.463982272977152e-05,0.005784526391901663,0.003106918584076732,0.0008804087508929609
9498,3,1.2166275459418183e-05,1.293260660891924e-06,0.0021691973969631237,0.0010669332658409466,2.083824482128998e-05
9499,6,2.5464307505244272e-05,9.201962081850603e-06,0.004338394793926247,0.0022331170175763607,0.00014827075816686782
9500,35,0.00019495965663948001,0.0004851342771053575,0.025307302964569775,0.01709717520858577,0.007816944521105942
9501,13,4.8008261235180574e-05,7.000856095532485e-05,0.009399855386840203,0.004210130792932585,0.001128044466895894
9502,9,3.0759296614230764e-05,0.00016254709002396083,0.006507592190889371,0.0026974661967057775,0.002619113191436217
9503,3,1.239077472003423e-05,1.8847980102708101e-06,0.0021691973969631237,0.0010866209451234781,3.036965676325138e-05
9504,93,0.0002900818319338397,0.0011580407782352488,0.06724511930585683,0.025439006155882078,0.018659453565424682
308,421,0.0009156791482120474,0.005407428546926495,0.30441070137382503,0.08030136645542109,0.08712962770921497
10606,2,8.832771528919136e-06,0.0,0.0014461315979754157,0.0007745984221063576,0.0
88,284,0.00046741678446832706,0.0032419341205393356,0.20535068691250905,0.040990565931631064,0.05223712352906533
118,102,0.0001688536208882374,0.0006541580452354766,0.0737527114967462,0.01480778121326308,0.010540416105313291
949,101,0.0001661359813410408,0.0002887943492681734,0.0730296456977585,0.014569455190879262,0.004653329011728315
7775,24,4.255623274780247e-05,2.8427291182372014e-05,0.01735357917570499,0.003732009893985392,0.0004580475314665664
81,120,0.0002998254899054974,0.0016671737975386956,0.08676789587852494,0.026293485643512804,0.026863088628081552
82,212,0.0006972220059449315,0.0038617062182910115,0.15328994938539406,0.061143556571632646,0.06222348056976184
184,277,0.0006841199960370707,0.00705841087962333,0.2002892263195951,0.05999456317043089,0.11373182406817167
273,1367,0.003228111394184455,0.04390724215633483,0.9884309472161966,0.2830923435675934,0.7074752129631434
316,190,0.0004178491197911268,0.001768991110232387,0.1373825018076645,0.03664368174915808,0.028503665932500373
390,35,0.000199711450222443,0.000698267121031837,0.025307302964569775,0.017513888331922797,0.011251143453697553
1053,209,0.0006532012659832635,0.0095291039313824,0.15112075198843095,0.057283115304401666,0.15354197854647147
1139,1068,0.002548206622663986,0.03550131772199662,0.7722342733188721,0.22346743857848114,0.572030969889054
2348,98,0.00048390435354409266,0.0024854410053316853,0.07086044830079537,0.04243645921084061,0.04004778752201058
2630,343,0.0010113629733186679,0.008387079561232729,0.2480115690527838,0.08869245182494818,0.13514059656934885
5020,87,0.0003760233140917869,0.0020460489863088718,0.06290672451193059,0.03297572735998796,0.03296788573438213
5024,18,9.184837576458522e-05,0.0001833318523420272,0.013015184381778741,0.00805473193859296,0.0029540170347476503
5069,186,0.0014011965923240088,0.009122406427111387,0.13449023861171366,0.12287928720010696,0.14698888185182513
5587,27,0.00010064762482983189,0.0005427063937576629,0.019522776572668113,0.008826390575901217,0.008744601178390488
8032,41,0.0001677019225617712,0.0014097028754689908,0.02964569775849602,0.014706781917232107,0.02271447244366013
8556,72,0.0003478230821140625,0.0018790301283507335,0.052060737527114966,0.030502680805861635,0.03027671916823635
8565,17,9.25469313688691e-05,0.001091352659825424,0.012292118582791034,0.008115992446357736,0.017584911224411467
8566,40,0.00015351319348991637,0.0014734274629806304,0.028922631959508314,0.013462487630351773,0.02374126355844394
9129,70,0.0005009834801186559,0.002280481820011025,0.05061460592913955,0.04393422969571019,0.03674529034472964
9130,23,9.612575232890637e-05,0.00046374944493278756,0.016630513376717282,0.008429840603707873,0.007472371782021094
9131,16,0.00010604931776204743,0.0002560382282577116,0.011569052783803326,0.009300097249768872,0.004125531260159
9133,5,3.1617552804431814e-05,5.8424911275846424e-05,0.0036153289949385392,0.002772731801450124,0.0009413976947142104
9134,11,8.033173034117846e-05,0.00020120769795409397,0.007953723788864787,0.0070447686055980984,0.0032420496475968857
9135,49,0.00027263185664280206,0.0008224740635732258,0.035430224150397684,0.023908713734983614,0.01325248375225447
78,339,0.0007352907543648138,0.006862866290846368,0.24511930585683298,0.06448203219743809,0.1105810238175845
115,126,0.00022005065412877234,0.0002906575252506048,0.0911062906724512,0.01929755444410062,0.004683350273830478
128,264,0.000898543987860938,0.006546187833628884,0.19088937093275488,0.07879868203444942,0.10547839955885603
362,17,4.986281470945997e-05,3.706976949394654e-05,0.012292118582791034,0.004372767649346834,0.0005973033554201639
959,38,7.875701377358612e-05,4.879066963220843e-05,0.0274765003615329,0.006906672316734729,0.00078616163743003
960,143,0.00030442197612485123,0.0026177014061160688,0.10339840925524223,0.02669657893773965,0.042178892793399675
961,2,8.397577413839633e-06,0.0,0.0014461315979754157,0.0007364336542589313,0.0
962,2,8.397577413839633e-06,0.0,0.0014461315979754157,0.0007364336542589313,0.0
102,203,0.0006948386124335077,0.006921238228578528,0.1467823571945047,0.060934542577875096,0.11152156795221932
112,54,0.00011023430763149135,0.00023541744049896947,0.039045553145336226,0.00966710397453118,0.003793269530780968
133,151,0.00040801474607819114,0.0026036834120462607,0.10918293564714389,0.03578124685706296,0.041953021550916667
1806,163,0.0008005364875887201,0.005567591596224655,0.11785972523499638,0.07020381972912516,0.08971032697079895
887,310,0.0010399272896220724,0.006132691027046567,0.22415039768618944,0.09119742710532562,0.09881574604363867
5023,25,0.00013964707084960538,0.0003356960102761765,0.018076644974692697,0.01224648462577361,0.005409053146981815
189,3,1.2420296465090097e-05,0.0,0.0021691973969631237,0.0010892098830421403,0.0
204,5,1.7562213960499605e-05,2.420888290124796e-07,0.0036153289949385392,0.0015401352993177574,3.900765282678801e-06
72,377,0.0007080427750441194,0.004754444573558955,0.2725958062183659,0.062092494358913314,0.07660812936561955
76,815,0.0015196987126998992,0.025403171012082074,0.589298626174982,0.13327144499099855,0.40932003330386674
83,201,0.0003586083627711319,0.002138396335867173,0.14533622559652928,0.03144850639996737,0.034455873992964084
95,597,0.0016943197282267882,0.016193583111219045,0.4316702819956616,0.14858500344214642,0.26092640069385753
107,234,0.0005256823456826148,0.0037916513846610643,0.16919739696312364,0.04610022054365877,0.0610946905135571
109,339,0.0006068423334891123,0.003318298117905718,0.24511930585683298,0.053217623986876454,0.053467572827318594
232,399,0.0007439798549245615,0.005072685809778767,0.2885032537960954,0.06524403125527262,0.08173593460482384
353,705,0.0014616662824190076,0.01612904946659027,0.5097613882863341,0.12818223502112666,0.2598865732819133
402,172,0.0003851795007779008,0.0017989260145402834,0.12436731742588576,0.0337786879863728,0.028986005559408706
409,141,0.00024753931500739654,0.0004567785711018779,0.1019522776572668,0.0217081990840854,0.007360050438072816
458,1261,0.0029570824688975174,0.032446378408857814,0.9117859725234997,0.2593242004445555,0.522806884407736
652,538,0.0010108643271087383,0.007995176368140972,0.38900939985538685,0.08864872256441697,0.12882587987622754
802,405,0.0007341429308236575,0.005464807859889445,0.2928416485900217,0.0643813727044437,0.08805417773022522
873,62,0.00010347946005298048,0.0001045821269634166,0.04483007953723789,0.009074731098276816,0.0016851266194797129
929,295,0.0006278491555487661,0.0029253739939553826,0.21330441070137382,0.05505983751720515,0.047136405925960086
939,386,0.0007265367707504817,0.00736383516293014,0.27910339840925524,0.06371434315752511,0.11865311038142341
1028,1244,0.0027793114127062733,0.02940019081950568,0.8994938539407086,0.2437343961378241,0.47372381501728805
1161,243,0.0005702092853988089,0.0033155887000745152,0.175704989154013,0.05000505348680288,0.0534239161123213
1287,6,1.7764055689038682e-05,2.0235727850546573e-05,0.004338394793926247,0.001557836004462196,0.0003260572781946891
1304,263,0.0005587827404510029,0.003234345687141838,0.19016630513376717,0.049002991601955176,0.05211485147848115
1334,314,0.0006643063309820726,0.004498498081386769,0.22704266088214028,0.058256984694921125,0.07248407624445212
1507,307,0.0007296734358771741,0.011087761873840947,0.22198120028922633,0.06398941603242707,0.1786565565892297
1528,365,0.0008299736561102704,0.007156520091704699,0.26391901663051337,0.0727853406270015,0.1153126529315235
1552,143,0.0002665901727650511,0.0013218763910222344,0.10339840925524223,0.023378882437610073,0.021299328660169082
1819,262,0.0007840565747050249,0.0014879335667514466,0.18944323933477947,0.06875859786706681,0.02397499968830567
1821,280,0.0005814502750554312,0.00569498764819579,0.2024584237165582,0.05099084292134507,0.09176305323126481
1927,197,0.0004060204247769435,0.0029061703753641183,0.14244396240057844,0.03560635292619859,0.046826978973018164
1935,310,0.0005387072280783323,0.003344308432858542,0.22415039768618944,0.04724245017326159,0.05388667574079622
2111,174,0.00039937280453336647,0.0015986560793520357,0.12581344902386118,0.035023383454546565,0.02575906603669996
2253,217,0.0005067412435775578,0.005803106253085914,0.1569052783803326,0.044439162317993566,0.0935051629439989
2720,100,0.00025585318108251926,0.0017859449004707568,0.07230657989877079,0.022437291591721184,0.02877684151289133
2939,228,0.0005683200780218697,0.004822890215884049,0.1648590021691974,0.049839377622956794,0.07771099060222214
2947,263,0.0004443158788697178,0.004774615431491474,0.19016630513376717,0.0389647097247401,0.07693314139804572
4755,365,0.0006168197734841167,0.0030354117526519477,0.26391901663051337,0.05409260521462446,0.04890943886869542
5041,24,7.326721925945582e-05,0.000911907300386003,0.01735357917570499,0.006425239489630479,0.014693517056847344
5045,23,6.827400582175381e-05,0.00016665536865047433,0.016630513376717282,0.005987354819182365,0.002685309680977868
5046,18,4.558437501781974e-05,3.382457193427475e-05,0.013015184381778741,0.003997565752255845,0.00054501364825838
6826,1,5.945510736419175e-06,0.0,0.0007230657989877079,0.0005213973009455007,0.0
6827,4,1.2128735136579814e-05,1.2599968242972325e-06,0.0028922631959508315,0.0010636411310063982,2.030226627371898e-05
6828,36,8.832692808193835e-05,0.00024008049938643877,0.026030368763557483,0.007745915186163935,0.003868405167123731
6829,17,7.818384251699816e-05,0.00019553716945425038,0.012292118582791034,0.006856407510326442,0.0031506807034086745
6830,3,2.4746105139225498e-05,4.9987734669118226e-05,0.0021691973969631237,0.0021701335680837787,0.0008054498869380055
6831,46,0.00018055479256423915,0.0013415722033803426,0.033261026753434564,0.01583392675403149,0.021616686306839775
9137,72,0.0004488291854407878,0.0019578558910880394,0.052060737527114966,0.039360508499449366,0.03154683476968985
342,344,0.000846882329106168,0.004530101876984508,0.24873463485177152,0.0742681630208167,0.07299330663385677
1588,217,0.0007218829717830367,0.00677854482646182,0.1569052783803326,0.06330622376655246,0.10922235624833897
1970,46,0.00021560054565150882,0.0005207203034914258,0.033261026753434564,0.018907297887208532,0.008390340397493576
5025,6,2.652610469882484e-05,3.0125334396654698e-05,0.004338394793926247,0.002326232347011935,0.00048540801747404245
5026,8,3.987086390675264e-05,7.312802023705855e-05,0.005784526391901663,0.00349651388231562,0.0011783081594279013
5027,35,0.00018632805624549628,0.000689793339808814,0.025307302964569775,0.01634021868327071,0.011114605837556331
8558,47,0.00019808531879128184,0.002464528748801591,0.03398409255242227,0.01737128316698776,0.03971082937079057
8559,27,0.00010700533663415287,0.0001393445474408857,0.019522776572668113,0.009383936247235549,0.0022452517747523835
8560,37,0.0001596364993416326,0.00047747080107819913,0.02675343456254519,0.013999476845490504,0.007693463312355746
8561,11,3.7568465038590356e-05,1.5146346118878264e-05,0.007953723788864787,0.0032946027919518676,0.00024405232302937636
9861,33,0.00016187484463509958,0.0005928168753629226,0.02386117136659436,0.014195770695815067,0.009552028880616415
91,172,0.0005072648316345211,0.002217734598994096,0.12436731742588576,0.04448507887786717,0.03573424748775092
114,285,0.0008918644750235828,0.00947387979731109,0.20607375271149675,0.07821291571101237,0.1526521548159421
920,214,0.0005001593519024415,0.006343302795533513,0.1547360809833695,0.04386195697657521,0.10220932301283914
8557,50,0.00036355945163086634,0.0019902873356708165,0.036153289949385395,0.03188269691490397,0.03206940102609938
80,271,0.00088963019937641,0.005039632109597666,0.19595083152566883,0.07801697875224643,0.0812033419748522
89,247,0.0005214869308055228,0.0033565466073319722,0.17859725234996385,0.045732299587791514,0.05408386883848707
90,366,0.000976741643694997,0.009246487953188177,0.2646420824295011,0.0856563009169442,0.14898820132111462
277,136,0.0003407786614933252,0.0012837852429515393,0.09833694866232827,0.029884913542255722,0.02068556788245106
286,711,0.0016898172525132476,0.016233755490622188,0.5140997830802603,0.14819015448993908,0.2615736962487065
370,1099,0.0023396298106885738,0.03104484197813451,0.794649313087491,0.20517609379330712,0.5002239974828164
543,521,0.0015062140927892024,0.019700130287332304,0.3767172812725958,0.1320888982364118,0.3174272212499059
659,244,0.00047563107764101565,0.0025503430428329664,0.17642805495300073,0.04171092629750846,0.04109355083001958
875,133,0.00029199845611032477,0.0016544251547234061,0.09616775126536514,0.02560708636241923,0.026657670379341993
879,101,0.00025869336395929944,0.0008337060105325527,0.0730296456977585,0.022686364169636788,0.01343346355596765
880,135,0.0003660957411350233,0.003946336255593941,0.09761388286334056,0.032105119270275956,0.06358712015912125
918,121,0.00023850425643914084,0.0008268763261858811,0.08749096167751265,0.020915860904874527,0.013323417191169138
922,136,0.00027813873738480246,0.0018638419415912225,0.09833694866232827,0.024391644955327696,0.030031992669041756
950,106,0.00027637082022230225,0.002555100854574973,0.07664497469269703,0.024236605753871644,0.04117021321440323
966,7,2.961581863864573e-05,2.7209611642222062e-05,0.005061460592913955,0.0025971877922772724,0.0004384271214913487
1000,65,0.0001820037381122063,0.002360304528778063,0.046999276934201015,0.01596099343197043,0.03803146968806395
1560,119,0.00024041052529637602,0.0007978762566705221,0.08604483007953724,0.021083032991698055,0.012856140510860387
1649,14,2.7333120118901002e-05,5.941821643672425e-06,0.01012292118582791,0.0023970043429771687,9.574027714559306e-05
1700,6,1.6131168167946726e-05,3.235179516898129e-06,0.004338394793926247,0.001414638357701625,5.212828693594638e-05
1723,10,2.5657980852615913e-05,2.038535218774761e-05,0.0072306579898770785,0.002250101388652524,0.0003284681677114769
1759,30,5.8340485283126415e-05,9.142563369788743e-05,0.021691973969631236,0.0051162251505399055,0.0014731366966843572
1817,278,0.0007628273264558107,0.007468469119049235,0.2010122921185828,0.06689687845742216,0.12033907212151537
2715,59,0.00020511783722337575,0.0006422533934257112,0.04266088214027477,0.01798800665667599,0.010348597041743374
2728,77,0.00021544883276277614,0.000944516451172154,0.05567606652205351,0.018893993279041007,0.0152189466844891
2773,168,0.0003767980682313392,0.003007112704429979,0.12147505422993492,0.03304367017182824,0.04845345770968284
4152,169,0.000467812034794698,0.0075452034640073355,0.12219812002892264,0.04102522779038532,0.12157548881212701
5031,2,1.0369840845799027e-05,0.0,0.0014461315979754157,0.000909393198992085,0.0
5032,12,5.269734836867157e-05,8.550198227381843e-05,0.008676789587852495,0.004621344813676742,0.0013776891953851211
5034,2,9.500212546719134e-06,0.0,0.0014461315979754157,0.0008331303061864844,0.0
5035,9,2.6047164167087144e-05,4.3652325336287425e-05,0.006507592190889371,0.0022842311949440746,0.0007033677508978015
5037,7,1.753107573786485e-05,3.2959528768924826e-05,0.005061460592913955,0.0015374046028380503,0.0005310752506826637
5038,1383,0.011403033206419748,0.062061880546226605,1.0,1.0,1.0
