node,degree,pagerank,betweenness
49,20,2.6501104646339072e-05,3.6658010627515964e-06
50,22,2.9645276710766515e-05,4.973883835407455e-06
51,14,2.5507601388012507e-05,5.152713296936202e-05
52,6,1.95149909773207e-05,0.00022909018959438418
53,222,0.0002331838471413001,0.0011000501282673709
54,204,0.000243769763161678,0.0020136682511753203
55,32,4.138049806818394e-05,3.283530509350526e-05
56,618,0.0006963725696013667,0.00766052988540378
57,2,9.061163688181489e-06,0.0
58,4,1.6495250280308228e-05,1.7041766783363893e-05
59,22,4.960503134615268e-05,0.00014896409085774634
60,24,6.733610437218155e-05,0.0008581289659167619
61,2,9.061163688181489e-06,0.0
62,24,5.1687361928711734e-05,0.00019633830288367753
63,2,9.061163688181489e-06,0.0
64,2,9.061163688181489e-06,0.0
65,8,2.589139593158809e-05,6.441269820903962e-05
66,2,9.061163688181489e-06,0.0
67,2,9.061163688181489e-06,0.0
68,2,9.061163688181489e-06,0.0
69,12,2.7690311329930644e-05,0.00014253876405278084
70,4,1.24049833419422e-05,4.181015088748922e-07
878,594,0.0007841315069677042,0.012481080004023865
8552,8,1.514051278967699e-05,6.163427671263687e-08
74,586,0.0006033010801113112,0.0048229935905720585
910,250,0.000366535655293679,0.003549090230626689
75,464,0.0004134246948476768,0.0013304297028989133
86,250,0.00026735531432549043,0.0009779714257999075
93,910,0.0008981459521080363,0.005830465747796186
106,844,0.0008852799936884658,0.007102354730117577
136,2052,0.0018715742548839737,0.022414884880589132
140,2490,0.0030076300160099697,0.06168844429443353
144,292,0.00028917602784075383,0.002833803034328072
145,266,0.00025233754135946636,0.0013092122560804241
151,340,0.0005265556734350646,0.013010250558463114
188,936,0.0007469204933587656,0.0038739411588777613
195,2286,0.002086631099224861,0.029923938507655682
212,24,4.492729543638559e-05,9.065204976002798e-05
213,1028,0.0010200205801444281,0.010298328806929545
301,488,0.000628859700654939,0.007528979006356604
416,1582,0.0014487440813209355,0.01468433658843726
443,1010,0.0010308214637583803,0.016269739731360252
478,1214,0.0011875415323666886,0.010067216605850894
566,1848,0.0029004405528320083,0.037209606289232575
588,1658,0.0029295871965246655,0.029029241302838238
647,1078,0.0014757633320509843,0.01596760124356041
734,1372,0.0013903274896719694,0.021555919786782635
823,1816,0.0019963621593183135,0.019219888739924952
851,1332,0.0013874787386718046,0.01065208606008351
919,236,0.00031293058895336514,0.00317758403982515
1330,486,0.0006860675477589628,0.008746307225252195
1359,116,0.00019077061127461628,0.0006836289933268311
1365,318,0.00044125334487621717,0.003702118106732971
1371,686,0.00065119317276546,0.0073992544411298974
1672,848,0.0009593293582489974,0.008507953493480094
1725,436,0.0005629531057285592,0.004511782455451867
1768,898,0.0015009379797700471,0.015261007981723699
1793,294,0.0004090996013240916,0.004987015322329943
1824,1218,0.0011313016001095854,0.01258309100509526
2718,414,0.0007664539617549633,0.005170996462142843
2737,342,0.0005865228551539774,0.005300954766183094
2753,664,0.0008061636565526375,0.007896646912109147
3027,336,0.000401933798564305,0.0021902444025279823
3237,794,0.0008583957499067978,0.006845437126450097
3311,846,0.0009372256662008699,0.008575314136536605
3334,132,0.00013472169704208342,0.00036761490091236136
3844,278,0.0003633363722021567,0.0030986836962503465
4153,320,0.000524993888774123,0.004012098425957271
4398,380,0.0004750130194898112,0.0060254942066830155
4746,766,0.0009821341083263728,0.012924880621402662
5030,778,0.0014976781869327407,0.011620929347628145
5033,326,0.0009912984127671144,0.007089532642561541
5036,282,0.0005423792242367685,0.005705270964611736
5048,8,1.4768528293277717e-05,3.453946557645678e-07
5050,90,0.00020583971317010813,0.0005851239222319966
5061,32,4.646352796811283e-05,6.514823722801831e-05
6917,470,0.000447523656713184,0.00288897104458219
9132,56,0.00012219318445128743,0.0005162156850545295
9136,16,3.54282957838696e-05,5.5174848669048425e-05
9498,6,1.2166275459418183e-05,7.544055445875323e-07
9499,12,2.5464307505244272e-05,1.068975105690094e-05
9500,70,0.00019495965663948001,0.0014074242896051923
9501,26,4.8008261235180574e-05,7.807240393619835e-05
9502,18,3.0759296614230764e-05,3.609597587279189e-05
9503,6,1.239077472003423e-05,6.19456237435103e-07
9504,186,0.0002900818319338397,0.0013022421334102463
308,842,0.0009156791482120474,0.007842896498779743
10606,4,8.832771528919136e-06,0.0
88,568,0.00046741678446832706,0.003669258474111897
118,204,0.0001688536208882374,0.0006664652746271209
949,202,0.0001661359813410408,0.00042675889926541795
7775,48,4.255623274780247e-05,4.957946290170791e-05
81,240,0.0002998254899054974,0.0016356904895984666
82,424,0.0006972220059449315,0.005478613987913664
184,554,0.0006841199960370707,0.00746142635506354
273,2734,0.003228111394184455,0.040167184212461675
316,380,0.0004178491197911268,0.003968898340654296
390,70,0.000199711450222443,0.0016251850401314796
1053,418,0.0006532012659832635,0.006238541793331697
1139,2136,0.002548206622663986,0.03513650018300302
2348,196,0.00048390435354409266,0.0022893758831242553
2630,686,0.0010113629733186679,0.00695504148651609
5020,174,0.0003760233140917869,0.0014024964932893176
5024,36,9.184837576458522e-05,0.00018062620959408252
5069,372,0.0014011965923240088,0.007417775415717606
5587,54,0.00010064762482983189,0.0009442476335976134
8032,82,0.0001677019225617712,0.0008066534673488037
8556,144,0.0003478230821140625,0.0018970700703147766
8565,34,9.25469313688691e-05,0.0001797879344216934
8566,80,0.00015351319348991637,0.001388694220163402
9129,140,0.0005009834801186559,0.0013993302355249496
9130,46,9.612575232890637e-05,0.000134857378306527
9131,32,0.00010604931776204743,0.0002589092920667714
9133,10,3.1617552804431814e-05,5.909937547991212e-05
9134,22,8.033173034117846e-05,0.00020407643574263675
9135,98,0.00027263185664280206,0.0007781565332894259
78,678,0.0007352907543648138,0.007854016941796627
115,252,0.00022005065412877234,0.0004399950463920405
128,528,0.000898543987860938,0.012082610296676198
362,34,4.986281470945997e-05,4.840297329769841e-05
959,76,7.875701377358612e-05,5.007318051326331e-05
960,286,0.00030442197612485123,0.0007123476802251069
961,4,8.397577413839633e-06,0.0
962,4,8.397577413839633e-06,0.0
102,406,0.0006948386124335077,0.00688792795541317
112,108,0.00011023430763149135,0.00016757786347045093
133,302,0.00040801474607819114,0.001679893140122979
1806,326,0.0008005364875887201,0.005905696700733209
887,620,0.0010399272896220724,0.013859332114083764
5023,50,0.00013964707084960538,0.00033844847227725044
189,6,1.2420296465090097e-05,0.0
204,10,1.7562213960499605e-05,2.1430707004281146e-07
72,754,0.0007080427750441194,0.0038533563408970416
76,1630,0.0015196987126998992,0.01744662106578016
83,402,0.0003586083627711319,0.0024182124379306708
95,1194,0.0016943197282267882,0.015618689243851352
107,468,0.0005256823456826148,0.0038364997661978063
109,678,0.0006068423334891123,0.004923714980721354
232,798,0.0007439798549245615,0.003500787618439737
353,1410,0.0014616662824190076,0.015680360521133144
402,344,0.0003851795007779008,0.0014519447239164764
409,282,0.00024753931500739654,0.0012899591198696093
458,2522,0.0029570824688975174,0.037094216046192625
652,1076,0.0010108643271087383,0.009624025182146195
802,810,0.0007341429308236575,0.004251524030964284
873,124,0.00010347946005298048,0.00010235223288791812
929,590,0.0006278491555487661,0.004605771209208464
939,772,0.0007265367707504817,0.006901895628072612
1028,2488,0.0027793114127062733,0.02492033955852388
1161,486,0.0005702092853988089,0.006609439955514769
1287,12,1.7764055689038682e-05,9.744449545233975e-07
1304,526,0.0005587827404510029,0.0029081353908694428
1334,628,0.0006643063309820726,0.006494734339301299
1507,614,0.0007296734358771741,0.0068533915527297685
1528,730,0.0008299736561102704,0.0054990958606159265
1552,286,0.0002665901727650511,0.0006117558237992433
1819,524,0.0007840565747050249,0.0024607832601198257
1821,560,0.0005814502750554312,0.0021526264300763
1927,394,0.0004060204247769435,0.0045184189934401545
1935,620,0.0005387072280783323,0.002467968751512134
2111,348,0.00039937280453336647,0.0017490732972697083
2253,434,0.0005067412435775578,0.004565231275251508
2720,200,0.00025585318108251926,0.001672278558204812
2939,456,0.0005683200780218697,0.004629251200554587
2947,526,0.0004443158788697178,0.002257795680375564
4755,730,0.0006168197734841167,0.002658537188041854
5041,48,7.326721925945582e-05,0.0002514497468334787
5045,46,6.827400582175381e-05,0.00015361814286606206
5046,36,4.558437501781974e-05,3.189537167256934e-05
6826,2,5.945510736419175e-06,0.0
6827,8,1.2128735136579814e-05,1.3999839452535322e-06
6828,72,8.832692808193835e-05,0.00018800291558147987
6829,34,7.818384251699816e-05,0.00019904702975622143
6830,6,2.4746105139225498e-05,5.0750906190784155e-05
6831,92,0.00018055479256423915,0.00044469223177473873
9137,144,0.0004488291854407878,0.002907772568210479
342,688,0.000846882329106168,0.009132523842835454
1588,434,0.0007218829717830367,0.004423124335032517
1970,92,0.00021560054565150882,0.0024621059830190095
5025,12,2.652610469882484e-05,2.806097472339593e-05
5026,16,3.987086390675264e-05,7.381480471385417e-05
5027,70,0.00018632805624549628,0.00048444387159219955
8558,94,0.00019808531879128184,0.0005450003528146297
8559,54,0.00010700533663415287,0.00015893168418174008
8560,74,0.0001596364993416326,0.0005035375090426083
8561,22,3.7568465038590356e-05,1.3400018802040186e-05
9861,66,0.00016187484463509958,0.003353928487402728
91,344,0.0005072648316345211,0.0034316434538008613
114,570,0.0008918644750235828,0.004699964192886328
920,428,0.0005001593519024415,0.003751808599476992
8557,100,0.00036355945163086634,0.002875318073824821
80,542,0.00088963019937641,0.0074185618767212205
89,494,0.0005214869308055228,0.006679163933517581
90,732,0.000976741643694997,0.009737184270722366
277,272,0.0003407786614933252,0.0012462808933796617
286,1422,0.0016898172525132476,0.019338722789505713
370,2198,0.0023396298106885738,0.026353146980100998
543,1042,0.0015062140927892024,0.020364359062158482
659,488,0.00047563107764101565,0.005159667029731067
875,266,0.00029199845611032477,0.0021472296227679224
879,202,0.00025869336395929944,0.002259205090279626
880,270,0.0003660957411350233,0.004069556306251479
918,242,0.00023850425643914084,0.0011154601736873499
922,272,0.00027813873738480246,0.0028044654583105223
950,212,0.00027637082022230225,0.0010784868818939735
966,14,2.961581863864573e-05,3.095598243267731e-05
1000,130,0.0001820037381122063,0.0016974615066038523
1560,238,0.00024041052529637602,0.0008560092075480856
1649,28,2.7333120118901002e-05,8.641229630299648e-06
1700,12,1.6131168167946726e-05,2.3848120797441166e-06
1723,20,2.5657980852615913e-05,4.433343698635485e-05
1759,60,5.8340485283126415e-05,9.817678503468555e-05
1817,556,0.0007628273264558107,0.008276385998423766
2715,118,0.00020511783722337575,0.0006667144334045807
2728,154,0.00021544883276277614,0.0008038199934503224
2773,336,0.0003767980682313392,0.0017716166812903062
4152,338,0.000467812034794698,0.006723712909938906
5031,4,1.0369840845799027e-05,0.0
5032,24,5.269734836867157e-05,0.00016483878587054927
5034,4,9.500212546719134e-06,0.0
5035,18,2.6047164167087144e-05,4.3751297754436485e-05
5037,14,1.753107573786485e-05,5.351826359250107e-06
5038,2766,0.011403033206419748,0.06213006964029199
5039,4,8.071219595562589e-06,0.0
5040,6,1.4072748031762536e-05,7.029496796649388e-06
5042,82,0.00014177497819888293,0.0004318221947527492
5043,8,1.7200751412281536e-05,3.7195947993240246e-06
5044,6,1.1854442140306476e-05,2.577336507994493e-06
5047,4,9.642392589591687e-06,0.0
5049,20,4.685249411382407e-05,9.904447679864539e-05
5051,104,0.00023525508994455506,0.0012696893011243493
5052,112,0.00017171097291264356,0.0012860363969107612
5053,258,0.00035576036006861717,0.0025074661589673695
5054,2,6.325663262597263e-06,0.0
5055,4,9.345403959609732e-06,0.0
5056,4,8.645247705518748e-06,0.0
5057,52,9.84192355965834e-05,0.00023664254466391536
5058,4,9.714579354619187e-06,0.0
5059,10,2.563347620343927e-05,7.612635928617623e-05
5060,4,8.731597810172113e-06,0.0
5062,4,9.839705045678251e-06,0.0
5063,4,7.982095289016999e-06,0.0
5064,26,5.2949830894556084e-05,0.00015222561991934882
5065,22,3.1565747146280615e-05,0.00018296479265257596
5066,16,1.8268954853139714e-05,4.781936343662292e-06
5067,24,2.773375293739077e-05,3.144209888447911e-05
8264,42,4.217164362956358e-05,2.0529255516290702e-05
79,238,0.0002766722684596694,0.0011269569935854087
85,64,6.522897310379347e-05,0.000186010380092412
87,88,8.481339964028173e-05,7.111519370216738e-05
101,172,0.00024342704700244726,0.0019549911939803267
108,42,4.138368845346908e-05,2.619405264865955e-05
113,68,6.53931816005109e-05,7.543950174523884e-05
119,90,8.228720590505479e-05,4.0760970698674804e-05
121,66,8.174977309315811e-05,0.0010643844237999103
127,962,0.0010163084688341246,0.014400034905939645
138,196,0.00017719274490505423,0.00022781117310618926
143,276,0.0002374633426481129,0.0011912713103468375
154,90,8.5260887654907e-05,7.55775898341936e-05
155,994,0.0012497847971720735,0.013021847221989657
164,186,0.00014860915845373653,0.0007583698891527972
165,332,0.00030348376879991664,0.0017350853900786588
169,68,6.824065157516384e-05,9.388331318323006e-05
186,458,0.00035904084770414,0.0010491411625458903
193,188,0.00015985054786769515,0.0007198722943270327
239,198,0.0001783596203367358,0.0005699965415968578
245,276,0.00023083594871598344,0.0015880147744275716
280,188,0.00017681567799714498,0.000602743286196789
281,146,0.00012565106115421917,0.00042987293700080283
290,122,0.00012536211908807746,0.0001698447211786752
378,458,0.0003878065035394234,0.003662530358841852
382,240,0.0001835635551649486,0.0002245820044240179
415,24,2.792094632875186e-05,2.8626227069998617e-06
420,282,0.0002310328373626367,0.0008032370412524705
645,292,0.000244157720058983,0.001334109011968049
662,240,0.00019398316792151402,0.0009919716028708278
824,276,0.00023627253082571866,0.0010478074860138641
864,62,5.67959385555684e-05,1.9062730166596078e-05
870,82,8.432880152762432e-05,0.0001299231296405156
882,112,9.752963095105587e-05,8.316567710871408e-05
936,146,0.00012694198130762903,0.0003140060559712421
1068,288,0.00021904841776733942,0.00022598856458474025
1354,136,0.00011673234607869384,0.0001401171848361981
1355,78,7.274009499604506e-05,0.00023924001983697488
1486,76,8.208991528402703e-05,0.00021765483732233968
1606,72,7.584722546382053e-05,0.001016737270400595
1668,130,0.00012825211299665135,0.00012390368278061175
1713,76,8.116746401826074e-05,0.002167950648732828
1797,82,8.800604732394912e-05,0.0008707355394946265
1814,188,0.0001610718856523136,0.0005760276525073893
1849,62,5.8689011509771746e-05,4.394686586622161e-05
1889,36,4.021462938956704e-05,1.6512877231722498e-05
1891,66,7.579250326689717e-05,5.604817105982075e-05
1893,94,8.906131766261448e-05,0.00022746705519365265
1947,44,4.4245810942278803e-05,1.5850141161859527e-05
1953,82,7.77804488295888e-05,8.000532204285433e-05
1964,34,3.9758288157595144e-05,8.180713632803789e-05
1971,36,3.978281273851122e-05,3.071379248453706e-05
1976,68,7.205174654487192e-05,9.925120091792328e-05
1987,52,4.932741204526624e-05,2.4098455622146953e-05
1993,38,3.450373662846937e-05,3.7687525463225745e-06
2015,238,0.00037239869789479634,0.003825748218914714
2039,116,9.96392745018042e-05,0.00015024186053116058
2092,120,0.00010476502539418727,0.00034992019083599727
2093,60,5.572911686664509e-05,0.00012096647994496937
2094,12,2.8097378428148073e-05,7.52708103375407e-05
2095,2,5.880226353540371e-06,0.0
2096,200,0.00017279854955953058,0.0006003822939292321
2097,8,1.1642685098819197e-05,9.102655769191797e-09
2098,30,3.3813728476561364e-05,1.8316374472294586e-05
2099,28,4.050316747597018e-05,0.00031258530273649336
2100,4,7.283203292185008e-06,0.0
2101,6,1.3066510702630684e-05,6.831575987744564e-08
2102,2,5.880226353540371e-06,0.0
2103,30,3.053303886777709e-05,7.578374710231428e-06
2104,2,5.880226353540371e-06,0.0
2105,10,1.255455918394461e-05,2.8881905366112025e-07
2106,20,2.1941128666637642e-05,1.4542761230962187e-05
2107,22,2.1800649023511466e-05,6.859736467405374e-06
2108,2,5.880226353540371e-06,0.0
2109,6,1.292086905051995e-05,2.274537071762383e-06
2110,34,3.105519511226179e-05,8.888618811486352e-06
2112,12,2.8568951196751483e-05,6.244389947343177e-05
2113,2,5.880226353540371e-06,0.0
2114,6,9.246849187127183e-06,0.0
2115,22,2.278736851049918e-05,4.468823306529053e-06
2116,6,8.703308226588104e-06,0.0
2117,34,3.3430868489275624e-05,2.48078454198036e-05
2118,52,9.522222579754932e-05,0.002287544509283194
73,254,0.00022541360580832594,0.0014593028449858114
77,8,1.218248770602322e-05,8.3959639718799e-07
84,96,8.142325349610934e-05,4.1564831900842244e-05
92,138,0.00015515639427604946,0.0006176668502295637
94,16,2.175950668429315e-05,2.6665885435657523e-05
96,32,3.437429363670122e-05,1.4252712572600367e-06
97,88,8.070867239864975e-05,0.00013140681422498394
98,4,1.2151846565577777e-05,1.5575192104666573e-06
99,44,4.6650393750920767e-05,1.3149803609993436e-05
100,8,1.2788427096728423e-05,0.0
103,2,6.136741288694026e-06,0.0
104,4,1.3069229741320917e-05,6.791341094099123e-06
105,4,1.0698060580483926e-05,0.0
110,8,1.1759557206387774e-05,0.0
111,350,0.0002705825851516226,0.0012377048900884672
116,458,0.0003376715730777637,0.001222742883122519
117,4,1.2151846565577777e-05,1.5575192104666573e-06
120,28,3.0080851575759327e-05,3.100827044156838e-06
122,190,0.0001466730910389768,0.00014092013077923914
123,42,5.0254359807485656e-05,0.00047021249002767915
124,6,9.898488926391594e-06,0.0
125,20,3.079167058069985e-05,4.062030004368926e-05
126,62,5.237599948361816e-05,4.66463716994374e-05
129,6,1.186698391224885e-05,1.0233751115971836e-07
130,2,6.136741288694026e-06,0.0
131,216,0.00018253062042814747,0.0006876173942824515
132,98,9.050436767061913e-05,0.0002275360694032882
134,792,0.0006254803681347018,0.004836739279664697
135,28,2.9474161107348595e-05,1.819169433760337e-05
137,34,3.084591145241915e-05,3.122656577479464e-06
139,2,6.136741288694026e-06,0.0
141,40,3.849196449153995e-05,5.8467342259639996e-05
142,12,3.511640879761868e-05,7.774738868073327e-05
146,478,0.0003717532062654999,0.0018436846431773332
147,424,0.0006509062167484781,0.0056595693678990625
148,4,9.163711745855433e-06,0.0
149,94,9.20573077039242e-05,5.6936344507057456e-05
150,16,1.9513356286091803e-05,3.5418593137459476e-06
152,2,6.136741288694026e-06,0.0
153,44,6.23065909896807e-05,1.4709375578736019e-05
156,128,0.00012558025854430424,0.00024175568044503508
157,86,7.402757738135699e-05,3.9684841023691365e-05
158,4,9.366423091090135e-06,0.0
159,10,1.8887955362897195e-05,5.256242957602639e-07
160,44,4.244026587246212e-05,1.871178729066094e-05
161,6,9.679467762456642e-06,0.0
162,6,1.0702354282218041e-05,0.0
163,4,1.087235601120752e-05,0.0
166,144,0.00012676205285142917,0.00033491297266050415
167,4,1.0698060580483926e-05,0.0
168,246,0.00019051803636384253,0.0007351578096785037
170,2,6.136741288694026e-06,0.0
172,374,0.00033405887044205023,0.0008999624894348429
904,246,0.00019611585568836342,0.0002243308925522521
2047,150,0.0001907667526120766,0.0014322547463782856
7949,10,1.3202641076678122e-05,4.758108109644569e-08
10236,10,1.838206601069004e-05,6.893768513605217e-08
10238,10,1.5322279913524837e-05,3.7734892819717344e-08
10239,6,1.1148906809300342e-05,0.0
12130,14,1.8907410106900747e-05,1.4157255219289506e-05
13954,8,1.3314883952376e-05,0.0
174,106,8.788501127886359e-05,0.00011533165749162527
175,992,0.0007681035475807126,0.012198022247205722
180,316,0.0002528645273577297,0.0012363257656270116
185,164,0.00013802247732435028,0.00014057458846878488
192,380,0.00035027099532000135,0.002289838293272066
194,362,0.0002685119039450056,0.0005888754429320244
200,362,0.0006725166246120937,0.010421970016144406
205,254,0.00020429389941549234,0.0003177494339162792
206,120,9.675828517415386e-05,7.420784550503844e-05
215,564,0.00045882470217155884,0.0022488327683968475
224,194,0.00015624756906516325,0.0003859007489270554
228,284,0.0002206926820296282,0.00063513993638029
240,454,0.0003376723802719786,0.0013275279467174635
269,214,0.00016855192658089685,0.0007656531731868519
271,238,0.0001969472942756086,0.000551489155936758
287,150,0.00016418267861822042,0.0014839479092037839
288,40,3.9113918166761334e-05,0.00010453566117062788
293,272,0.00022762965335633857,0.0009786212417928737
295,92,9.143808324277208e-05,0.00017414926731703942
305,56,4.877385488325485e-05,5.756584325797154e-05
326,384,0.00032336788375987206,0.001919956352757293
333,6,9.613590862580018e-06,8.994003270286025e-07
339,50,4.557242165431109e-05,0.00010821468790706537
344,266,0.00020675782652010725,0.0005909959944992353
360,446,0.0005910314453547945,0.008104444688597461
363,10,1.4659060210097473e-05,2.128673272825053e-07
377,68,6.050483219534696e-05,7.4929456174584e-05
385,356,0.0004041117755146826,0.002998783335758245
388,326,0.0002481621879154882,0.0007914575701046366
423,728,0.0005540499441001758,0.0028877130965014736
441,344,0.0002782385437690144,0.00062905146588806
448,610,0.0004742275227858335,0.002418684730869124
449,348,0.00031989269435298793,0.001176745698314139
455,168,0.00013638587773867245,0.0002872269956688374
461,118,9.738865548247468e-05,0.00010529172239013879
462,360,0.00028687910830619726,0.0008389990682501904
465,160,0.00013427188912211528,0.00018950566845302104
468,10,1.2447665103872647e-05,0.0
481,608,0.00046859150999866756,0.003230674133935652
528,558,0.00044189398508942616,0.0016474527774371322
614,266,0.00021754014989399889,0.0008298782171561301
686,442,0.0005520074580232483,0.002648912564486537
762,232,0.000198746035436771,0.0007341278001357202
789,56,6.150784647793036e-05,8.209750583748416e-05
866,116,0.00010366268020058876,0.0001878805017561236
871,154,0.00012789091358932948,0.00010323672150702619
881,28,3.424988177609172e-05,4.847833618144302e-06
898,100,9.917086723517164e-05,9.663132703655608e-05
899,46,4.403947961526565e-05,1.1752232486794981e-05
900,44,4.27973869979312e-05,6.2774809618015425e-06
901,52,5.2161575121340624e-05,2.4264612191327566e-05
925,526,0.00043703806820335567,0.0036784664502314147
928,148,0.0002016031433142671,0.0010302382870631141
937,108,9.197439388488636e-05,0.00016023616547702213
938,12,1.5235510961431907e-05,4.130153414829834e-06
948,338,0.0003527949028991033,0.005920732968004643
951,78,7.267522644448184e-05,6.156117177600845e-05
1023,18,2.763422383650863e-05,2.9829376527700813e-06
1024,8,1.2629670001030094e-05,0.0
1077,486,0.0003742528898960159,0.0016018027379405956
1117,78,6.84488698392948e-05,8.830217445737992e-05
1180,356,0.0002670577401636969,0.0007615871137191721
1202,492,0.0005050842088738167,0.002803815782913347
1259,86,0.00021371200335576528,0.007577785120094943
1298,98,7.616893633710001e-05,2.5071595624520918e-05
1340,360,0.0002922258453190314,0.0018701236127596132
1341,292,0.00022359448598841387,0.000586184149192994
1377,20,2.079459990853172e-05,4.85871600398406e-06
1392,144,0.00011897471719640185,9.708063377385218e-05
1393,100,8.178264416198865e-05,0.00011841470870910806
1459,242,0.00021144585102124476,0.0003181080403295347
1466,26,2.4651892814965583e-05,5.9788060295646525e-06
1471,274,0.00019452198369341813,0.00015343628634532323
1535,60,5.8084870706022475e-05,0.00012984845652378745
1538,108,8.602921269151579e-05,6.235261284522607e-05
1555,150,0.0001196639057927615,0.0003296225152955202
1566,328,0.00023869243365277188,0.000951805477238218
1710,20,2.0498395675919942e-05,2.464436688317831e-06
1767,288,0.0002615542360965604,0.001441366709297302
1784,14,1.8167691914850018e-05,1.5252207648507448e-06
1801,82,7.191543923128876e-05,7.944902900228795e-05
1842,220,0.00017910052303994877,0.0006324683046335672
1888,60,6.8765193718287e-05,0.000293470345215139
1894,58,6.868492368825268e-05,0.00035285761582418666
1897,120,9.299477501815905e-05,6.80404584788768e-05
1903,52,5.2665955071072024e-05,4.822684253818263e-06
1908,12,1.8948513153531537e-05,4.6977480345268624e-06
1910,156,0.00012267614748670043,0.0003478888384301421
1916,114,9.707045255730027e-05,8.395928086257953e-05
1925,52,5.107889873024386e-05,1.00896442059561e-05
1936,74,8.396187560560956e-05,0.0003783993219560412
1940,2,6.087411520864304e-06,0.0
1941,122,0.00010360705683424323,0.00012662275903030468
1942,2,6.087411520864304e-06,0.0
1943,26,6.310081617580874e-05,0.0007095800095022411
1944,46,3.99963231794124e-05,7.25876330598137e-05
1945,20,2.2094535956172098e-05,1.1616536738234626e-06
1946,72,6.47748850024949e-05,5.120281537927892e-05
1948,6,2.546816753806752e-05,0.00012069315666423908
1949,2,6.087411520864304e-06,0.0
1950,16,1.9121214772041072e-05,2.429641379907347e-06
1951,172,0.0001323641911143291,0.0005268728352612033
1952,16,1.719545225899495e-05,2.7878408446646135e-06
1954,20,2.4995965253038205e-05,2.189626532275335e-06
1955,2,6.087411520864304e-06,0.0
1956,2,6.087411520864304e-06,0.0
1957,4,8.493346068439156e-06,4.301973867438499e-07
1958,8,1.2300989052892365e-05,1.4883225837436876e-06
1959,6,2.546816753806752e-05,0.00012069315666423908
1960,70,6.93158574447273e-05,0.00016059502823621686
1961,154,0.00013116115234349912,0.00043638025126425234
1962,128,0.00011247850868309515,0.00038982160225012205
1963,2,6.087411520864304e-06,0.0
1965,6,2.546816753806752e-05,0.00012069315666423908
1966,150,0.00012555748875719166,0.00015519335688941155
1967,2,6.087411520864304e-06,0.0
1968,2,6.087411520864304e-06,0.0
1969,6,1.0771547091610617e-05,2.0745747915939807e-06
1972,4,8.370396850213057e-06,1.7514814430205438e-07
1973,4,8.493346068439156e-06,4.301973867438499e-07
1974,4,9.114381978025712e-06,0.0
1975,40,3.904333259034994e-05,2.796423704721264e-05
1977,4,1.0557717170304389e-05,0.0
1978,12,1.6515251788669664e-05,0.0
1979,10,1.2867774434055916e-05,2.0492809986155646e-06
1980,6,9.550794069504498e-06,6.433645764858687e-09
1981,14,1.597850196108891e-05,1.9706264009989672e-06
1982,16,1.9589507167009397e-05,5.169628516610667e-06
1983,40,3.376798224746609e-05,5.217179310407527e-06
1984,2,6.087411520864304e-06,0.0
1985,2,6.087411520864304e-06,0.0
1986,4,1.0557717170304389e-05,0.0
